date_operation,libelle,debit,credit,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois,montant,solde_avt_ope,categ,type,tranche_depense
2023-05-04,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,0.0,676.0,2023,5,4,<bound method Timestamp.day_name of Timestamp('2023-05-04 00:00:00')>,4,False,1,676.0,-197.32999999999993,AUTRE,VIREMENT,(pas une depense)
2023-05-03,CARTE XX XX RAPT XX,-73.0,0.0,2023,5,3,<bound method Timestamp.day_name of Timestamp('2023-05-03 00:00:00')>,3,False,1,-73.0,478.6700000000001,TRANSPORT,CARTE,petite
2023-05-03,CARTE XX XX XX XX,-14.39,0.0,2023,5,3,<bound method Timestamp.day_name of Timestamp('2023-05-03 00:00:00')>,3,False,1,-14.39,405.6700000000001,AUTRE,CARTE,petite
2023-05-02,CARTE XX XX TOUPTIPRI XX,-12.24,0.0,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,-12.24,391.2800000000002,COURSES,CARTE,petite
2023-05-02,VIREMENT XX XX XX XX XX XX XX,0.0,47.2,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,47.2,379.03999999999996,AUTRE,VIREMENT,(pas une depense)
2023-05-02,CARTE XX XX XX XX XX XX,-8.48,0.0,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,-8.48,426.24000000000024,AUTRE,CARTE,petite
2023-05-02,CARTE XX XX XX XX XX,-16.7,0.0,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,-16.7,417.7600000000002,AUTRE,CARTE,petite
2023-05-02,CARTE XX XX XX XX XX XX,-10.4,0.0,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,-10.4,401.05999999999995,AUTRE,CARTE,petite
2023-05-02,RETRAIT XX XX XX,-32.0,0.0,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1,-32.0,390.65999999999985,AUTRE,RETRAIT,petite
2023-04-30,XX XX VIREMENT XX XX XX,-36.0,0.0,2023,4,30,<bound method Timestamp.day_name of Timestamp('2023-04-30 00:00:00')>,7,False,4,-36.0,358.65999999999985,AUTRE,VIREMENT,petite
2023-04-28,CARTE XX XX LES ANCIENS ROBINSON XX,-9.11,0.0,2023,4,28,<bound method Timestamp.day_name of Timestamp('2023-04-28 00:00:00')>,5,False,4,-9.11,322.65999999999985,COURSES,CARTE,petite
2023-04-28,DON XX XX XX XX XX XX XX,-1.4,0.0,2023,4,28,<bound method Timestamp.day_name of Timestamp('2023-04-28 00:00:00')>,5,False,4,-1.4,313.5500000000002,AUTRE,DON,petite
2023-04-26,CARTE XX XX XX XX XX XX,-10.0,0.0,2023,4,26,<bound method Timestamp.day_name of Timestamp('2023-04-26 00:00:00')>,3,False,4,-10.0,312.1500000000001,AUTRE,CARTE,petite
2023-04-26,CARTE XX XX LA LOUVE XX XX,-1.9,0.0,2023,4,26,<bound method Timestamp.day_name of Timestamp('2023-04-26 00:00:00')>,3,False,4,-1.9,302.1500000000001,COURSES,CARTE,petite
2023-04-25,CARTE XX XX LES ANCIENS ROBINSON XX,-32.67,0.0,2023,4,25,<bound method Timestamp.day_name of Timestamp('2023-04-25 00:00:00')>,2,False,4,-32.67,300.25,COURSES,CARTE,petite
2023-04-24,CARTE XX XX XX XX XX,-7.84,0.0,2023,4,24,<bound method Timestamp.day_name of Timestamp('2023-04-24 00:00:00')>,1,False,3,-7.84,267.5799999999999,AUTRE,CARTE,petite
2023-04-24,CARTE XX XX XX XX,-11.64,0.0,2023,4,24,<bound method Timestamp.day_name of Timestamp('2023-04-24 00:00:00')>,1,False,3,-11.64,259.7399999999998,AUTRE,CARTE,petite
2023-04-24,CARTE XX XX CHEZ LUC XX,-9.2,0.0,2023,4,24,<bound method Timestamp.day_name of Timestamp('2023-04-24 00:00:00')>,1,False,3,-9.2,248.0999999999999,RESTAURANT,CARTE,petite
2023-04-21,CARTE XX XX L'EPICERIE DEMBAS XX XX,-10.43,0.0,2023,4,21,<bound method Timestamp.day_name of Timestamp('2023-04-21 00:00:00')>,5,False,3,-10.43,238.89999999999964,AUTRE,CARTE,petite
2023-04-20,CARTE XX XX XX XX,-7.2,0.0,2023,4,20,<bound method Timestamp.day_name of Timestamp('2023-04-20 00:00:00')>,4,False,3,-7.2,228.4699999999998,AUTRE,CARTE,petite
2023-04-19,CARTE XX XX XX XX XX,-13.6,0.0,2023,4,19,<bound method Timestamp.day_name of Timestamp('2023-04-19 00:00:00')>,3,False,3,-13.6,221.26999999999953,AUTRE,CARTE,petite
2023-04-18,VIREMENT XX XX XX XX XX XX,0.0,1.6,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,1.6,207.66999999999962,AUTRE,VIREMENT,(pas une depense)
2023-04-18,CARTE XX XX XX XX XX,-10.32,0.0,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,-10.32,209.26999999999953,AUTRE,CARTE,petite
2023-04-18,CARTE XX XX XX XX XX,-8.72,0.0,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,-8.72,198.94999999999982,AUTRE,CARTE,petite
2023-04-18,RETRAIT XX XX XX,-24.0,0.0,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,-24.0,190.22999999999956,AUTRE,RETRAIT,petite
2023-04-18,CARTE XX XX XX XX,-74.58,0.0,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,-74.58,166.22999999999956,AUTRE,CARTE,petite
2023-04-18,CARTE XX XX VELOC XX XX,-1.7,0.0,2023,4,18,<bound method Timestamp.day_name of Timestamp('2023-04-18 00:00:00')>,2,False,3,-1.7,91.64999999999964,TRANSPORT,CARTE,petite
2023-04-15,VIREMENT PERMANENT LOYER,-345.0,0.0,2023,4,15,<bound method Timestamp.day_name of Timestamp('2023-04-15 00:00:00')>,6,False,2,-345.0,89.94999999999982,LOYER,VIREMENT,grosse
2023-04-14,CARTE XX XX XX XX XX,-1.6,0.0,2023,4,14,<bound method Timestamp.day_name of Timestamp('2023-04-14 00:00:00')>,5,False,2,-1.6,-255.05000000000018,AUTRE,CARTE,petite
2023-04-14,CARTE XX XX CHEZ LUC XX,-8.8,0.0,2023,4,14,<bound method Timestamp.day_name of Timestamp('2023-04-14 00:00:00')>,5,False,2,-8.8,-256.6500000000001,RESTAURANT,CARTE,petite
2023-04-14,CARTE XX XX XX XX XX,-0.8,0.0,2023,4,14,<bound method Timestamp.day_name of Timestamp('2023-04-14 00:00:00')>,5,False,2,-0.8,-265.4500000000003,AUTRE,CARTE,petite
2023-04-13,XX XX XX XX XX XX XX,-280.0,0.0,2023,4,13,<bound method Timestamp.day_name of Timestamp('2023-04-13 00:00:00')>,4,False,2,-280.0,-266.25,AUTRE,AUTRE,grosse
2023-04-12,CARTE XX XX XX XX XX,-28.96,0.0,2023,4,12,<bound method Timestamp.day_name of Timestamp('2023-04-12 00:00:00')>,3,False,2,-28.96,-546.25,AUTRE,CARTE,petite
2023-04-11,VIREMENT XX XX XX XX XX XX XX,0.0,836.0,2023,4,11,<bound method Timestamp.day_name of Timestamp('2023-04-11 00:00:00')>,2,False,2,836.0,-575.21,AUTRE,VIREMENT,(pas une depense)
2023-04-11,CARTE XX XX XX XX XX,-7.56,0.0,2023,4,11,<bound method Timestamp.day_name of Timestamp('2023-04-11 00:00:00')>,2,False,2,-7.56,260.78999999999996,AUTRE,CARTE,petite
2023-04-11,VIREMENT XX XX XX XX XX XX XX,0.0,869.44,2023,4,11,<bound method Timestamp.day_name of Timestamp('2023-04-11 00:00:00')>,2,False,2,869.44,253.23000000000002,AUTRE,VIREMENT,(pas une depense)
2023-04-11,CARTE XX XX XX XX,-48.0,0.0,2023,4,11,<bound method Timestamp.day_name of Timestamp('2023-04-11 00:00:00')>,2,False,2,-48.0,1122.67,AUTRE,CARTE,petite
2023-04-10,CARTE XX XX XX XX XX,-24.0,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-24.0,1074.67,AUTRE,CARTE,petite
2023-04-10,VIREMENT XX XX XX XX XX XX,0.0,1.6,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,1.6,1050.67,AUTRE,VIREMENT,(pas une depense)
2023-04-10,CARTE XX XX XX XX,-84.4,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-84.4,1052.27,AUTRE,CARTE,moyenne
2023-04-10,CARTE XX XX CHEZ LUC XX,-12.42,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-12.42,967.8699999999999,RESTAURANT,CARTE,petite
2023-04-10,CARTE XX XX XX XX XX XX,-6.0,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-6.0,955.45,AUTRE,CARTE,petite
2023-04-10,CARTE XX XX XX XX XX,-20.64,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-20.64,949.45,AUTRE,CARTE,petite
2023-04-10,CARTE XX XX XX XX XX XX XX XX XX XX,-1.6,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-1.6,928.81,AUTRE,CARTE,petite
2023-04-10,CARTE XX XX LES ANCIENS ROBINSON XX,-42.42,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-42.42,927.21,COURSES,CARTE,petite
2023-04-10,CARTE XX XX VELOC XX XX,-2.7,0.0,2023,4,10,<bound method Timestamp.day_name of Timestamp('2023-04-10 00:00:00')>,1,False,2,-2.7,884.79,TRANSPORT,CARTE,petite
2023-04-07,VIREMENT XX XX XX XX XX XX XX XX XX XX,0.0,992.8,2023,4,7,<bound method Timestamp.day_name of Timestamp('2023-04-07 00:00:00')>,5,False,1,992.8,882.0900000000001,AUTRE,VIREMENT,(pas une depense)
2023-04-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.84,0.0,2023,4,6,<bound method Timestamp.day_name of Timestamp('2023-04-06 00:00:00')>,4,False,1,-1.84,1874.8899999999999,COTISATION BANCAIRE,AUTRE,petite
2023-04-05,CARTE XX XX XX XX XX,-15.2,0.0,2023,4,5,<bound method Timestamp.day_name of Timestamp('2023-04-05 00:00:00')>,3,False,1,-15.2,1873.05,AUTRE,CARTE,petite
2023-04-05,CARTE XX XX XX XX,-12.0,0.0,2023,4,5,<bound method Timestamp.day_name of Timestamp('2023-04-05 00:00:00')>,3,False,1,-12.0,1857.85,AUTRE,CARTE,petite
2023-04-05,PRELEVEMENT XX TELEPHONE XX XX,-7.02,0.0,2023,4,5,<bound method Timestamp.day_name of Timestamp('2023-04-05 00:00:00')>,3,False,1,-7.02,1845.85,FACTURE TELEPHONE,AUTRE,petite
2023-04-05,CARTE XX XX LES ANCIENS ROBINSON XX,-6.8,0.0,2023,4,5,<bound method Timestamp.day_name of Timestamp('2023-04-05 00:00:00')>,3,False,1,-6.8,1838.83,COURSES,CARTE,petite
2023-04-03,CARTE XX XX RAPT XX,-24.0,0.0,2023,4,3,<bound method Timestamp.day_name of Timestamp('2023-04-03 00:00:00')>,1,False,1,-24.0,1832.03,TRANSPORT,CARTE,petite
2023-04-03,CARTE XX XX RAPT XX,-73.0,0.0,2023,4,3,<bound method Timestamp.day_name of Timestamp('2023-04-03 00:00:00')>,1,False,1,-73.0,1808.03,TRANSPORT,CARTE,petite
2023-04-03,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,0.0,676.0,2023,4,3,<bound method Timestamp.day_name of Timestamp('2023-04-03 00:00:00')>,1,False,1,676.0,1735.03,AUTRE,VIREMENT,(pas une depense)
2023-04-03,VIREMENT XX XX XX XX XX XX,0.0,4.8,2023,4,3,<bound method Timestamp.day_name of Timestamp('2023-04-03 00:00:00')>,1,False,1,4.8,2411.03,AUTRE,VIREMENT,(pas une depense)
2023-04-03,CARTE XX XX XX XX,-14.39,0.0,2023,4,3,<bound method Timestamp.day_name of Timestamp('2023-04-03 00:00:00')>,1,False,1,-14.39,2415.83,AUTRE,CARTE,petite
2023-03-31,DON XX XX XX XX XX XX XX,-1.44,0.0,2023,3,31,<bound method Timestamp.day_name of Timestamp('2023-03-31 00:00:00')>,5,False,4,-1.44,2401.44,AUTRE,DON,petite
